SL No	Donor Name	Location Name	Latitude 	Longitude	Google location	No of Percolation well Constructed	Year of Completion	Zone	Ward Number	Location by Parks/Campuses
165	Broadcom	PHC Centre Backside Park (BWSSB)	12.99738807	77.76174342	https://maps.app.goo.gl/idVhb4qYwm3fR3g97	3	Mar-24	East Zone		BWSSB Dept
166	Broadcom	Sahakarnagar Park 1	13.06310149	77.58550087	https://maps.app.goo.gl/8VK1524rtFQhAMhC8	11	Mar-24	Yelahanka Zone		BBMP Park
167	Broadcom	Ramana Maharshi Park	13.10426609	77.57454471	https://maps.app.goo.gl/mrm8QUoWryM77K2DA	2	Mar-24	Yelahanka Zone		BBMP Park
168	Broadcom	Madiwala Machayya Park	13.10611562	77.57051317	https://maps.app.goo.gl/La6CnwKtwYdjaDmr9	10	Mar-24	Yelahanka Zone		BBMP Park
169	Broadcom	Kuvempu Park	13.10364867	77.57406239	https://maps.app.goo.gl/vbCAnCYtTymXgvK79	6	Mar-24	Yelahanka Zone		BBMP Park
170	Broadcom	Abdul Kalam Park	13.08298224	77.54374275	https://maps.app.goo.gl/Z9DLTj8txuU2c4Kr8	6	Mar-24	Yelahanka Zone		BBMP Park
171	Broadcom	Vibhuthipura	12.96302124	77.6733074	https://maps.app.goo.gl/orWP1URQsnxeiXQa7	9	Mar-24	East Zone		BWSSB Dept
172	Broadcom	A Narayanapura	12.99064627	77.68110659	https://maps.app.goo.gl/LxXuys6Rie4EkRef8	8	Mar-24	East Zone		BBMP Park
173	ANZ Operations	Police Training School Campus	13.07701774	77.62576647	https://maps.app.goo.gl/ZthZRamGD7gQHuo56	48	Mar-24	Yelahanka Zone		Police Campus
174	Collins Aerospace	Central Reserve Police Force Campus-(CRPF)	13.12329458	77.57149339	https://maps.app.goo.gl/T5QpVDYZKEt6PkTF9	89	Mar-24	Yelahanka Zone		Defence Campus
175	GE Oil and Gas	Armed Personnel Training School Campus	13.12465501	77.60479897	https://maps.app.goo.gl/P9PZjLQZgTabS4DA7	58	Mar-24	Yelahanka Zone		Police Campus
176	Morgan Stanley	Panchakshari Gawai Park	13.10342441	77.57456755	https://maps.app.goo.gl/rmq6WHSKU3rjzN1a9	12	Mar-24	Yelahanka Zone		BBMP Park
177	Morgan Stanley	Chowdeshwari Park	13.10221457	77.57380771	https://maps.app.goo.gl/frM83nqgQ1bU9wKH9	8	Mar-24	Yelahanka Zone		BBMP Park
178	Morgan Stanley	Kittoor Rani Chennamma Park	13.10150701	77.57305734	https://maps.app.goo.gl/bxaKh9sBbahDLrZL8	20	Mar-24	Yelahanka Zone		BBMP Park
179	Morgan Stanley	Sardar Vallabhai Patel (SFS 208) Park	13.10056634	77.57180071	https://maps.app.goo.gl/JogMUnmFzGk7oGkc6	11	Mar-24	Yelahanka Zone		BBMP Park
180	Morgan Stanley	Jhansi Rani Lakshmibai Park	13.10004659	77.57551197	https://maps.app.goo.gl/aPj4N8CK1H2vs4ui9	5	Mar-24	Yelahanka Zone		BBMP Park
181	Morgan Stanley	B.M Shrikantaiah Park	13.09971679	77.57217492	https://maps.app.goo.gl/ffMXe4V5HpzSebEV7	23	Mar-24	Yelahanka Zone		BBMP Park
182	Morgan Stanley	Dr. Ambedkar Park	13.10218162	77.58605559	https://maps.app.goo.gl/JzNRB14ctLYpSNGK8	15	Mar-24	Yelahanka Zone		BBMP Park
183	Morgan Stanley	Shivramkaranth Park	13.1001944	77.57341746	https://maps.app.goo.gl/bEqeeH1qLBH6PyRc9	10	Mar-24	Yelahanka Zone		BBMP Park
184	Morgan Stanley	Near Indira Canteen Park(BWSSB)	12.99818634	77.76031644	https://maps.app.goo.gl/trMbTuqDGbYeUT1r8	4	Mar-24	Yelahanka Zone		BWSSB Dept
185	PWC	Police Driving and Maintenance School	13.12497214	77.60699385	https://maps.app.goo.gl/bP73ytoJs6eToKHs5	51	Mar-24	Yelahanka Zone		Police Campus
186	PWC	Defence Layout Park Devamatha School	13.0837177	77.55735421	https://maps.app.goo.gl/5Mbg5AEGVnVaQtaa9	7	Mar-24	Yelahanka Zone		BBMP Park
187	PWC	Vidyaranyapura Play ground	13.08383238	77.55841304	https://maps.app.goo.gl/FjbNhNvm2eme3jbs5	3	Mar-24	Yelahanka Zone		BBMP Park
188	PWC	Ganesha Temple Park	13.10464296	77.57544211	https://maps.app.goo.gl/oKKUwr3vEtdczUJz9	6	Mar-24	Yelahanka Zone		BBMP Park
189	PWC	Da.ra. Bendre Park	13.10345175	77.57574613	https://maps.app.goo.gl/7BXQgaPPggx5enoS7	4	Mar-24	Yelahanka Zone		BBMP Park
190	PWC	Subhash Chandra Bose Park	13.10399023	77.57611021	https://maps.app.goo.gl/TWqYMG8Dc1Rr7AnE8	4	Mar-24	Yelahanka Zone		BBMP Park
191	PWC	Yelahanka Park	13.10594131	77.57651497	https://maps.app.goo.gl/SjYPRUhSnEqxk3pD6	5	Mar-24	Yelahanka Zone		BBMP Park
192	PWC	Abdul Kalam Park	13.10665823	77.57588442	https://maps.app.goo.gl/wcQT4Lz22GtCsfuf9	4	Mar-24	Yelahanka Zone		BBMP Park
193	PWC	Krishnadevaraya Park	13.10501517	77.57489158	https://maps.app.goo.gl/uPH7dxbrnr6YgYJt8	3	Mar-24	Yelahanka Zone		BBMP Park
194	PWC	Valmiki Park	13.09942768	77.57486501	https://maps.app.goo.gl/6sHEHiw56TBvJ1XHA	4	Mar-24	Yelahanka Zone		BBMP Park
195	PWC	Jhansi Rani lakshmi Bai	13.09987854	77.57525992	https://maps.app.goo.gl/CR4SWVWsfaBunLUb8	2	Mar-24	Yelahanka Zone		BBMP Park
196	PWC	Shivramkaranth Park	13.10003046	77.57354542	https://maps.app.goo.gl/3F36owxXQfKU9HB78	1	Mar-24	Yelahanka Zone		BBMP Park
197	PWC	Duo Marvel layout Park	13.11757675	77.56904176	https://maps.app.goo.gl/heXme9yShTExfKtF8	5	Mar-24	Yelahanka Zone		BBMP Park
198	PWC	Sangolli Rayanna Park	13.10484405	77.57641478	https://maps.app.goo.gl/VJhn3iWU1N3k261U9	4	Mar-24	Yelahanka Zone		BBMP Park
199	PWC	Hoodi Government School	12.99521536	77.71826363	https://maps.app.goo.gl/2U6tAabDwf2HTyKn7	4	Mar-24	Yelahanka Zone		BWSSB Dept
200	Informatica	Geleyara Balaga Park -1	13.07105214	77.50896464	https://maps.app.goo.gl/W4Dn284VkfUvLvyC6	5	Mar-24	Dasarahalli Zone		BBMP Park
201	Informatica	Geleyara Balaga Park -2	13.07019368	77.50911361	https://maps.app.goo.gl/UkxAfkqLazJWPdGx6	3	Mar-24	Dasarahalli Zone		BBMP Park
202	Informatica	HMT Layout 4th Block Park	13.03828874	77.50117212	https://maps.app.goo.gl/uwmk6JQ8vpSzt8Cr8	6	Mar-24	Dasarahalli Zone		BBMP Park
203	Informatica	K R S Gowda Park	13.03604364	77.50288776	https://maps.app.goo.gl/PPBDZn2jdyt8HRfg7	10	Mar-24	Dasarahalli Zone		BBMP Park
204	Informatica	Rukmininagar Park	13.04017965	77.50288984	https://maps.app.goo.gl/fgaDHhbwBQYAyu8m8	2	Mar-24	Dasarahalli Zone		BBMP Park
205	Informatica	Airforce Road Park	13.06048593	77.51641775	https://maps.app.goo.gl/URn3DAJD5qqsiWmt7	10	Mar-24	Dasarahalli Zone		BBMP Park
206	Informatica	MEI Layout Park (Ganesh temple side)	13.06010224	77.50659721	https://maps.app.goo.gl/4HXoSEqSqFmaYMh56	1	Mar-24	Dasarahalli Zone		BBMP Park
207	Informatica	HMT Layout 1st Block Park(Pipeline Park)	13.04031904	77.50271846	https://maps.app.goo.gl/qkDrgbRHc1sywK6e7	9	Mar-24	Dasarahalli Zone		BBMP Park
208	Informatica	GKW Park (Rajgopalnagar)	13.00971139	77.51355834	https://maps.app.goo.gl/sEWoWkctqLoxirdK6	13	Mar-24	Dasarahalli Zone		BBMP Park
209	Informatica	Kodigehalli Anganavadi	13.00521456	77.72746202	https://maps.app.goo.gl/zFLdyyQnsDMRnwzp9	3	Mar-24	Dasarahalli Zone		Schools and Colleges
210	Informatica	Sadara Mangala	13.00047985	77.7382393	https://maps.app.goo.gl/3aic4GzHGw8cbDKa7	2	Mar-24	Dasarahalli Zone		BWSSB Dept
211	Informatica	Sadaramangala Hosaroad	12.9997259	77.73440146	https://maps.app.goo.gl/R46w3Gzbzs2Zsshg9	4	Mar-24	Dasarahalli Zone		BWSSB Dept
212	Informatica	Sadaramangala STP	12.99829176	77.72168422	https://maps.app.goo.gl/fM2jqetm6AP2KdWW6	4	Mar-24	Dasarahalli Zone		BWSSB Dept
213	Informatica	Ambedkar Nagar	12.98060271	77.75509679	https://maps.app.goo.gl/A1gZT1cbr1hqYyhx9	4	Mar-24	Dasarahalli Zone		BWSSB Dept
214	Informatica	BMTC Depot	12.98060271	77.75509679	https://maps.app.goo.gl/A1gZT1cbr1hqYyhx9	2	Mar-24	Dasarahalli Zone		BWSSB Dept
215	Ujjivan Bank	Bhagvan Gouthama Budda Park	13.10699258	77.57327611	https://maps.app.goo.gl/7T2Kv6QrhbwdrJuj8	5	Mar-24	Yelahanka Zone		BBMP Park
216	Ujjivan Bank	Santa Sevalal Maharaj Park	13.10687502	77.57255862	https://maps.app.goo.gl/PRfnJNv7KFNYV79Z7	2	Mar-24	Yelahanka Zone		BBMP Park
217	Ujjivan Bank	J.P Rajaratnam Park	13.09993543	77.57071033	https://maps.app.goo.gl/adKXhTrBGhrpUVLT9	3	Mar-24	Yelahanka Zone		BBMP Park
218	Fortrea	Coles Park	12.99472085	77.6088038	https://maps.app.goo.gl/X9MmfAwizH4i98JJA	15	Mar-24	East Zone		BBMP Park
219	Fortrea	Bengaluru Rural SP Office	12.98959938	77.59149969	https://maps.app.goo.gl/4iTDTkPHrFfsBU2r7	15	Mar-25	East Zone		Police Campus
220	Alstom Foundation	Maharshi Valmiki Park	13.09940896	77.57488728	https://maps.app.goo.gl/sXFVerZs2Ug4oBm79	15	Mar-24	Yelahanka Zone		BBMP Park
221	Happiest Minds	Coles Park	12.99477312	77.60882526	https://maps.app.goo.gl/X9MmfAwizH4i98JJA	37	Mar-24	East Zone		BBMP Park
222	Mphasis	Carmel High School	12.98857412	77.54433678	https://maps.app.goo.gl/nyCWTa3ocRp55aHs8	9	Mar-25	West Zone		Schools and Colleges
223	Mphasis	DRDO Phase 1	12.98522602	77.66274774	https://maps.app.goo.gl/sezSZpm9gZzyAUnRA	127	Mar-25	East Zone		Defence Campus
224	Mphasis	DRDO Phase 2	12.98663303	77.68166136	https://maps.app.goo.gl/FFFwdogMtXpVEx976	53	Mar-25	East Zone		Defence Campus
225	Mphasis	KSRP 4th Battalion	12.92350642	77.63086943	https://maps.app.goo.gl/gMqddc8geSosFZTw5	31	Mar-25	Bommanahalli Zone		Police Campus
226	Mphasis	CAR North Campus	13.07570069	77.63439781	https://maps.app.goo.gl/ZJnZn76k25SQCEJm6	199	Mar-25	Yelahanka Zone		Police Campus
227	Mphasis	KSRP 1st Battalion	12.96974719	77.61680292	https://maps.app.goo.gl/JRxQJW4B6BoSBVPm9	70	Mar-25	East Zone		Police Campus
228	Mphasis	KSRP 9th Battalion	12.8928162	77.67043028	https://maps.app.goo.gl/54K9h2ZW4MrzDxJ2A	51	Mar-25	Bommanahalli Zone		Police Campus
229	Mphasis	Doordarshan Kendra	13.009219	77.59188381	https://maps.app.goo.gl/rx7sHYSuhi1Vsb4H8	5	Mar-25	East Zone		Others
230	Mphasis	Park opposite to RR Nagar Zonal office	12.92853515	77.51645808	https://maps.app.goo.gl/RJxE1CKS5HhYsbHZ9	5	Mar-25	RR Nagar Zone		BBMP Park
231	Mphasis	"Sindhoor Kalyana Mantapa opp Park, Part -1"	12.90704474	77.57608312	https://maps.app.goo.gl/Lkg4r29NveXLDGVj9	3	Mar-25	South Zone		BBMP Park
232	Mphasis	"Sindhoor Kalyana Mantapa opp Park, Part -2"	12.90727712	77.57721639	https://maps.app.goo.gl/B4cT3mYLXFXeoqVT9	3	Mar-25	South Zone		BBMP Park
233	Mphasis	JP nagar 1st stage Park (keb line)	12.90747816	77.57924512	https://maps.app.goo.gl/sLoZzYmTJuKmT1ds8	3	Mar-25	South Zone		BBMP Park
234	Mphasis	"Badrinath Park (JP nagar 1st phase, 29th cross park)"	12.90801827	77.5835244	https://maps.app.goo.gl/F46eHqhnUjvAfDi36	4	Mar-25	South Zone		BBMP Park
235	Mphasis	"Ward Office Backside Park(JP Nagar, 2nd Stage)"	12.90859238	77.58693659	https://maps.app.goo.gl/wauQc9usY5wKS9aR6	2	Mar-25	South Zone		BBMP Park
236	Mphasis	Dhanvantari Park	12.90934385	77.58802793	https://maps.app.goo.gl/LmaGp6x4QvBwmKjQ8	5	Mar-25	South Zone		BBMP Park
237	Mphasis	Pattabhiramnagar kshemabhivruddi Sangha Park (JP nagar 4th block)	12.9210244	77.58963438	https://maps.app.goo.gl/Fis1KrfyD8VX5kmm8	5	Mar-25	South Zone		BBMP Park
238	Mphasis	Jayanagar 4th T Block (Shakthi ganapati Temple Opp) Park	12.9252152	77.59127524	https://maps.app.goo.gl/niQ8yebeP2QE5oGp9	6	Mar-25	South Zone		BBMP Park
239	Mphasis	MLA Office Behind Park	12.92497836	77.59026377	https://maps.app.goo.gl/bqn48Pqiamdp7QCT7	6	Mar-25	South Zone		BBMP Park
240	Mphasis	Vishranthi Vana ( Dr. Vishnuvrdhan Park)	12.92525017	77.59502636	https://maps.app.goo.gl/4jYunvWyBBJqXhrC6	4	Mar-25	South Zone		BBMP Park
241	Mphasis	"Jayanagar 4th T Block, 28th Main Park(Bangalore one office)"	12.92517698	77.59576665	https://maps.app.goo.gl/bRGAiRfBZp4L7KnX9	2	Mar-25	South Zone		BBMP Park
242	Mphasis	"Laxman Rao Boulevard ""M"" Part Park"	12.91853094	77.58066809	https://maps.app.goo.gl/22AnTrPGaEq36mKE8	5	Mar-25	South Zone		BBMP Park
243	Mphasis	"Laxman Rao Boulevard ""L"" Part Park"	12.9186047	77.58071986	https://maps.app.goo.gl/t3ewR9AXHHepejDUA	2	Mar-25	South Zone		BBMP Park
244	Mphasis	All India Radio	12.98266338	77.59283713	https://maps.app.goo.gl/khSymPA294kAnwnYA	27	Mar-25	East Zone		Others
245	Mphasis	VIMS Qtrs	12.99447085	77.54128023	https://maps.app.goo.gl/pZ9nM3uvJvcFBtiu8	12	Mar-25	East Zone		Others
246	Deloitte India	Netaji Subhash Chandra Bose park and playground	12.99154244	77.54302804	https://maps.app.goo.gl/t9uUGQNyRhPm99aq5	9	Mar-25	West Zone		BBMP Park
247	Deloitte India	Sir. M vishweshwaraiah Park University layout	12.97513245	77.59691433	https://maps.app.goo.gl/P8VzU62qw97yLVxB9	2	Mar-25	West Zone		BBMP Park
248	Deloitte India	Gayathri housing society Park(Siddappaji)	12.995783	77.54375547	https://maps.app.goo.gl/Ju2s2BjBBH7y92R86	2	Mar-25	West Zone		BBMP Park
249	Deloitte India	LIC Colony Park (Akkamahadevi park)	12.9961785	77.54299072	https://maps.app.goo.gl/9ZSEtbMoXj91Rqnn6	2	Mar-25	West Zone		BBMP Park
250	Deloitte India	"Kalyana Venkateshwara park 2nd and 3rd cross, 14th main road"	12.99800458	77.54174617	https://maps.app.goo.gl/2ByKnx7nUDU4EgSz8	3	Mar-25	West Zone		BBMP Park
251	Deloitte India	Kirloskar Colony Park	12.99672337	77.53743303	https://maps.app.goo.gl/RW2Pp7NZuEv7KmBE7	2	Mar-25	West Zone		BBMP Park
252	Deloitte India	Shivanagar Park	12.99276437	77.55014287	https://maps.app.goo.gl/VB3thH3csrFD9Lpo8	7	Mar-25	West Zone		BBMP Park
253	Deloitte India	Dhobhi Ghat Park	12.98705212	77.55051776	https://maps.app.goo.gl/cGgra6yeAvh1oG5w8	1	Mar-25	West Zone		BBMP Park
254	Deloitte India	S B I Colony Park	12.99366376	77.53643641	https://maps.app.goo.gl/5ZP82LxSrLbLPyoj7	3	Mar-25	West Zone		BBMP Park
255	Deloitte India	Chinnaradhama Park	12.99146472	77.53475676	https://maps.app.goo.gl/WiJ9o5JS8FNAPoku9	2	Mar-25	West Zone		BBMP Park
256	Deloitte India	Kempegowda North Tower Park	13.01245792	77.58291024	https://maps.app.goo.gl/s1vWkcKJuN2hQp17A	13	Mar-25	West Zone		BBMP Park
257	Deloitte India	P B Srinivas Park	13.00595714	77.58217884	https://maps.app.goo.gl/xVMoyp95Uhr8H4Tv9	6	Mar-25	West Zone		BBMP Park
258	Deloitte India	Virendra Patel Park	13.00680733	77.58214732	https://maps.app.goo.gl/fZx5LyE6sXB7q8kn9	4	Mar-25	West Zone		BBMP Park
259	Deloitte India	Vaiyalikaval Ground Park	13.00503761	77.57972143	https://maps.app.goo.gl/DGftxSanfgtqiRmE7	4	Mar-25	West Zone		BBMP Park
260	Deloitte India	Indira Gandhi Musical Fountain park	12.98552489	77.59194139	https://maps.app.goo.gl/rpmU5upozJpkKS177	12	Mar-25	East Zone		BBMP Park
261	Deloitte India	Gayathri Devi Park	12.997617	77.55653639	https://maps.app.goo.gl/6fLMvWKZukJfSENK8	8	Mar-25	West Zone		BBMP Park
262	Deloitte India	Navarang Park	12.99733201	77.55264558	https://maps.app.goo.gl/2tC7HwuTLibfp6ze9	3	Mar-25	West Zone		BBMP Park
263	Deloitte India	Lalithamba Ganapathi Park	12.98604331	77.55899704	https://maps.app.goo.gl/EqU3PytpwrVUezTSA	3	Mar-25	West Zone		BBMP Park
264	Deloitte India	Park infront of Madhu Hotel(WOC Road)	12.98318867	77.54953675	https://maps.app.goo.gl/nB9CoXstpyqABLuD6	2	Mar-25	West Zone		BBMP Park
265	Deloitte India	Nadaprabhu Kempegowda Stadium	13.00853299	77.55837184	https://maps.app.goo.gl/n6Y7o6fhYfzjj8xJ7	11	Mar-25	West Zone		BBMP Park
266	Deloitte India	Sangolli Rayanna Park	13.00732042	77.55783005	https://maps.app.goo.gl/HZF9g3iJBJxSAoz56	9	Mar-25	West Zone		BBMP Park
267	Deloitte India	Shankara Charya Park	13.00195766	77.5631968	https://maps.app.goo.gl/e8wLiLSqhnsiynzC8	2	Mar-25	West Zone		BBMP Park
268	Deloitte India	16th Cross Park (Opp to Cricket House)	13.00691988	77.56297866	https://maps.app.goo.gl/2YrX4rcHE6DSuPgj9	2	Mar-25	West Zone		BBMP Park
269	Deloitte India	Gayathri Devi Park ( Malleshwaram)	13.00608314	77.57569101	https://maps.app.goo.gl/kzr99CdR9ajrAt6s6	3	Mar-25	West Zone		BBMP Park
270	Deloitte India	Atal ji Park	13.02384465	77.56103828	https://maps.app.goo.gl/UrWXs5WqzSToxBG69	5	Mar-25	West Zone		BBMP Park
271	Deloitte India	Bhashyam Park	12.99227678	77.57191469	https://maps.app.goo.gl/VvkrjRNywcoJ3s8j7	4	Mar-25	West Zone		BBMP Park
272	Deloitte India	Arundati Park	12.98833411	77.56776407	https://maps.app.goo.gl/TUrbjs6Tu7ZEUvMx9	2	Mar-25	West Zone		BBMP Park
273	Deloitte India	Chikkalalbagh Park (Lokmanya Tilak Park)	12.97387609	77.57278911	https://maps.app.goo.gl/BTUQGgmPjTXstGWj7	4	Mar-25	West Zone		BBMP Park
274	Deloitte India	M S Ramaiah Park	13.03220545	77.5682802	https://maps.app.goo.gl/V9hWCQWjSFznvDaV8	5	Mar-25	West Zone		BBMP Park
275	Deloitte India	Elephant Park	13.00008863	77.57031128	https://maps.app.goo.gl/WW2WvTMEEBfXEKgRA	4	Mar-25	West Zone		BBMP Park
276	Deloitte India	New Market Park	13.00255689	77.57022343	https://maps.app.goo.gl/PhfsZ3CMDMLmZBZR9	3	Mar-25	West Zone		BBMP Park
277	Deloitte India	Malleshwaram Valmiki Park	13.00625472	77.57017428	https://maps.app.goo.gl/HpTU1U3AyvcNr1RT8	3	Mar-25	West Zone		BBMP Park
278	Deloitte India	Ramdev Park	13.00248032	77.576531	https://maps.app.goo.gl/GXcDoMNufZvSxPAo9	3	Mar-25	West Zone		BBMP Park
279	Deloitte India	Gokak chaluvali Park	13.00865549	77.57135891	https://maps.app.goo.gl/a79AUkZ1kfA6P9Hq8	3	Mar-25	West Zone		BBMP Park
280	Deloitte India	Swimming pool Extension Park	12.99922481	77.57438593	https://maps.app.goo.gl/m5RBPj1cP21ht9FF7	2	Mar-25	West Zone		BBMP Park
281	Deloitte India	Guru Basavanna Park	13.02889641	77.57095665	https://maps.app.goo.gl/drSMkYpPS4WUTHf58	3	Mar-25	West Zone		BBMP Park
282	Deloitte India	BBMP Gym Park	13.00084503	77.57619781	https://maps.app.goo.gl/b7vHoVDawHoFHYES7	4	Mar-25	West Zone		BBMP Park
283	Deloitte India	W.H Gopal Park Part 1	12.99500778	77.5707654	https://maps.app.goo.gl/uMXb7mpUd9LfmwfG6	2	Mar-25	West Zone		BBMP Park
284	Deloitte India	W.H Gopal Park Part 2	12.99425078	77.57079945	https://maps.app.goo.gl/Uz3rBcj3McnGgj8RA	1	Mar-25	West Zone		BBMP Park
285	Deloitte India	Nehru Park	12.98816744	77.57527653	https://maps.app.goo.gl/MjGuEvyWd6xVFwbj7	4	Mar-25	West Zone		BBMP Park
286	Deloitte India	Triangular Park	12.9870639	77.57630178	https://maps.app.goo.gl/isT7TSRr9sE7mcAR6	1	Mar-25	West Zone		BBMP Park
287	Deloitte India	Bharatharatna Sir M Vishveshwaraiah Park Rajajinagar	12.99813584	77.54881476	https://maps.app.goo.gl/Jb6U2qd1H8KW9QBa7	3	Mar-25	West Zone		BBMP Park
288	Deloitte India	Mahalakshmi Layout Pipeline Park 1	13.00055708	77.53420243	https://maps.app.goo.gl/Q2QBFFzyWDyJEZoj6	11	Mar-25	West Zone		BBMP Park
289	Deloitte India	Mahalakshmi Layout Pipeline Park 2	13.0002245	77.53288607	https://maps.app.goo.gl/d3xuJ9hLHAmbxbMF6	6	Mar-25	West Zone		BBMP Park
290	Deloitte India	Siddharuda Park Mahalakshmi Layout	12.99924014	77.52868811	https://maps.app.goo.gl/pxCmAze2RFRZ32q66	12	Mar-25	West Zone		BBMP Park
291	Deloitte India	Mahalakshmi Layout Bhovi palya Park 1	13.00774608	77.54461998	https://maps.app.goo.gl/Ko4i4Ezviw2b1BXq9	4	Mar-25	West Zone		BBMP Park
292	Deloitte India	Mahalakshmi layout Bhovi palya Park 2	13.00696179	77.54502973	https://maps.app.goo.gl/JABEhnsJwkkodFEUA	4	Mar-25	West Zone		BBMP Park
293	Deloitte India	Usha Park	13.00703025	77.54389435	"https://www.google.com/maps/place/Usha+Park/@13.0070116,77.5433124,193m/data=!3m1!1e3!4m6!3m5!1s0x3bae3d9e62121ff1:0xddd1d80f6d2156c5!8m2!3d13.0069853!4d77.543883!16s%2Fg%2F11cn32wsfg?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"	4	Mar-25	West Zone		BBMP Park
294	NTT Data	Epidemic Hospital	12.98600507	77.64426271	https://maps.app.goo.gl/dutZrrgh7ateZnrh6	26	Mar-25	East Zone		Others
295	NTT Data	BDA Park	12.97939696	77.63589305	https://maps.app.goo.gl/hUz8mQsJpmjKUfnq9	6	Mar-25	East Zone		BBMP Park
296	NTT Data	ABCD Park	12.97915357	77.63338873	https://maps.app.goo.gl/xCyxktup9NSeLRMS7	15	Mar-25	East Zone		BBMP Park
297	NTT Data	Joggers Park	12.97972354	77.63365915	https://maps.app.goo.gl/NSPC6TeS6ekBErSL6	18	Mar-25	East Zone		BBMP Park
298	NTT Data	Paramahamsa Yogananda Park	12.96675497	77.6372333	https://maps.app.goo.gl/nWcpyhwg7miqpJnS8	5	Mar-25	East Zone		BBMP Park
299	Morgan Stanley	HMT Children park	13.03335702	77.49988538	https://maps.app.goo.gl/gsnDS2dQpywaMFu97	15	Mar-25	Dasarahalli		BBMP Park
300	Morgan Stanley	Geleyara Balaga - play ground	13.07006773	77.50912287	https://maps.app.goo.gl/ThCFnXQrHbafSd1AA	11	Mar-25	Dasarahalli		BBMP Park
301	Morgan Stanley	Pipe Line park	13.05997611	77.50763255	https://maps.app.goo.gl/sNXqVbV57RQ7y3e56	5	Mar-25	Dasarahalli		BBMP Park
302	Morgan Stanley	Chokkasandra Park	13.04116069	77.51455628	https://maps.app.goo.gl/3aAS2nS43vq4gWR99	14	Mar-25	Dasarahalli		BBMP Park
303	Morgan Stanley	Nela Maheshwari Park	13.04913053	77.51089106	https://maps.app.goo.gl/9JFCb9YuLgUmo7Bv9	5	Mar-25	Dasarahalli		BBMP Park
304	Morgan Stanley	Governement School T.Dasarahalli	13.04528338	77.51907601	https://maps.app.goo.gl/XYhLTLt8iLj2ngXq8	10	Mar-25	Dasarahalli		Schools and Colleges
305	Morgan Stanley	Horticulture Park near GKVK	13.09289464	77.56017887	https://maps.app.goo.gl/tsLegog7do9yJBvJ9	16	Mar-25	Yelahanka		BBMP Park
306	Morgan Stanley	Mini Forest Park	13.09566214	77.58616255	https://maps.app.goo.gl/JPsqAC4RCXPegb1a8	26	Mar-25	Yelahanka		BBMP Park
307	Morgan Stanley	RTO Office Park	13.09921763	77.58268316	https://maps.app.goo.gl/a9jr1B1Yipyww2Jq6	5	Mar-25	Yelahanka		BBMP Park
308	Informatica	J k krishna Murthy Park	13.04657043	77.54225953	https://maps.app.goo.gl/hXiCQi6K8qnUU5CK9	9	Mar-25	RR Nagar Zone		BBMP Park
309	Informatica	Nadaprabhu Kempegowdara Sose Lakshmidevi Park	13.0293607	77.52381558	https://maps.app.goo.gl/ohHsiZVNzqos3Agi8	6	Mar-25	RR Nagar Zone		BBMP Park
310	Informatica	Ex.Chairman A Muniswamappa Park	13.02909976	77.53524766	https://maps.app.goo.gl/2JmfBt6tTBkyx5g36	7	Mar-25	RR Nagar Zone		BBMP Park
311	Informatica	Swamy Vivekananda Park	12.92074934	77.51905981	https://maps.app.goo.gl/N9iu6jJQErfGunup9	9	Mar-25	RR Nagar Zone		BBMP Park
312	Informatica	Unani Hospital	12.9880415	77.51327467	https://maps.app.goo.gl/tGajEtEwX3sYiFK28	30	Mar-25	RR Nagar Zone		Others
313	Informatica	Govt Press Layout 2nd Park	12.94819061	77.49056256	https://maps.app.goo.gl/6E27ZFzyydPF3W6V7	10	Mar-25	RR Nagar Zone		BBMP Park
314	Informatica	Jnanaganapthi temple Park	12.94683979	77.49170166	https://maps.app.goo.gl/BEC7w81dbnQb6Tdq7	8	Mar-25	RR Nagar Zone		BBMP Park
315	Informatica	Press Layout 11th Main Park	12.94624074	77.48954346	https://maps.app.goo.gl/UpXyYevR9Y3a4JL67	0	Mar-25	RR Nagar Zone		BBMP Park
316	Informatica	Govt Press Layout 1st Park	12.94968146	77.4905704	https://maps.app.goo.gl/EkSdHNYeR1mwP61R6	5	Mar-25	RR Nagar Zone		BBMP Park
317	Informatica	Puneethrajkumar Udyanavana	12.94596166	77.49028539	https://maps.app.goo.gl/bLqFy7tmy6NCWuxT9	0	Mar-25	RR Nagar Zone		BBMP Park
318	Informatica	Basaveshwara Park	12.94074345	77.49125942	https://maps.app.goo.gl/pWD5cDvJKdDCcm378	5	Mar-25	RR Nagar Zone		BBMP Park
319	Informatica	RR Layout 1st main park	12.93999671	77.49389626	https://maps.app.goo.gl/X4WfTNxKpP1DFkSPA	3	Mar-25	RR Nagar Zone		BBMP Park
320	Informatica	Jnanabharathi 4th Block park	12.93702802	77.48693302	https://maps.app.goo.gl/fVaZLG6pcyGh3reB8	4	Mar-25	RR Nagar Zone		BBMP Park
321	Informatica	Annapoorneshwari Nagar Police Station	12.96524052	77.51157434	https://maps.app.goo.gl/MQFT6tnDZL2ux4XY6	5	Mar-25	RR Nagar Zone		Police Campus
322	Informatica	Loka Seva Park	12.94537469	77.48644849	https://maps.app.goo.gl/fr4AcvtbYr22CgWi9	4	Mar-25	RR Nagar Zone		BBMP Park
